Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1199846,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1202697,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1203749,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1212494,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1215504,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
1218789,00000201,false,Rx,0,8,00,FE,FE,00,00,00,6C,00,
1222530,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1223530,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1232518,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1236057,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1237623,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
1238774,00000201,false,Rx,0,8,00,FE,FE,00,00,00,6D,00,
1239790,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1242516,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1243514,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1252465,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1258772,00000201,false,Rx,0,8,00,FE,FE,00,00,00,6E,00,
1262509,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1263512,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1268093,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
1269616,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
1272501,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1277170,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1278719,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
1279738,00000201,false,Rx,0,8,00,FE,FE,00,00,00,6F,00,
1279740,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1282453,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1283450,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1292451,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1295585,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
1298775,00000201,false,Rx,0,8,00,FE,FE,00,00,00,70,00,
1302453,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1303460,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1312449,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1315463,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
1318796,00000201,false,Rx,0,8,00,FE,FE,00,00,00,71,00,
1319819,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1320820,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1322452,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1323476,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1332436,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1338755,00000201,false,Rx,0,8,00,FE,FE,00,00,00,72,00,
1342366,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
1343363,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1343364,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1352443,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1358821,00000201,false,Rx,0,8,00,FE,FE,00,00,00,73,00,
1359818,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1359819,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1362486,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1363469,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1368049,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
1369560,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
1372441,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1378698,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
1379715,00000201,false,Rx,0,8,00,FE,FE,00,00,00,74,00,
1382429,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1383445,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1392452,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1395600,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
1398775,00000201,false,Rx,0,8,00,FE,FE,00,00,00,75,00,
1399795,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1399796,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1402408,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1403433,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1412424,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1415447,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
1418740,00000201,false,Rx,0,8,00,FE,FE,00,00,00,76,00,
1422405,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1423418,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1432419,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1438775,00000201,false,Rx,0,8,00,FE,FE,00,00,00,77,00,
1439799,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1440797,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1442414,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1443430,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1448904,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
1452381,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1458737,00000201,false,Rx,0,8,00,FE,FE,00,00,00,78,00,
1462401,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1463420,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1467988,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
1469474,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
1471871,000007DF,false,Rx,0,8,02,01,0D,AA,AA,AA,AA,AA,
1472895,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1473899,000007E8,false,Rx,0,8,03,41,0D,00,00,00,00,00,
1478777,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
1479703,00000201,false,Rx,0,8,00,FE,FE,00,00,00,79,00,
1479704,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1481397,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1482402,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1483423,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1492354,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1495570,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
1498743,00000201,false,Rx,0,8,00,FE,FE,00,00,00,7A,00,
1500963,000007DF,false,Rx,0,8,02,01,0C,AA,AA,AA,AA,AA,
1502396,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1503404,000007E8,false,Rx,0,8,04,41,0C,00,00,00,00,00,
1503405,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1512401,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1515447,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
1518775,00000201,false,Rx,0,8,00,FE,FE,00,00,00,7B,00,
1519799,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1522380,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1523397,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1523399,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1529673,000007DF,false,Rx,0,8,02,01,01,AA,AA,AA,AA,AA,
1532313,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1533332,000007E8,false,Rx,0,8,06,41,01,00,06,80,00,00,
1538777,00000201,false,Rx,0,8,00,FE,FE,00,00,00,7C,00,
1542388,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1543404,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1552344,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1558120,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
1559117,00000201,false,Rx,0,8,00,FE,FE,00,00,00,7D,00,
1560138,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1562362,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1563352,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1564391,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1567904,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
1569448,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
1572382,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1578676,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
1579688,00000201,false,Rx,0,8,00,FE,FE,00,00,00,7E,00,
1582315,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1583317,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1592342,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1595546,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
1596593,0000069F,false,Rx,0,4,89,55,10,0F,00,00,00,00,
1598742,00000201,false,Rx,0,8,00,FE,FE,00,00,00,7F,00,
1599766,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1602320,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1603320,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1605020,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1612278,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1615432,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
1618763,00000201,false,Rx,0,8,00,FE,FE,00,00,00,80,00,
1622300,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1623320,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1632312,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1638756,00000201,false,Rx,0,8,00,FE,FE,00,00,00,81,00,
1639749,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1642272,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1643293,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1645876,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1652254,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1658788,00000201,false,Rx,0,8,00,FE,FE,00,00,00,82,00,
1662296,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1663356,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
1663357,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1667914,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
1669482,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
1672360,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1678680,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
1679667,00000201,false,Rx,0,8,00,FE,FE,00,00,00,83,00,
1679667,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1682301,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1683272,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1688478,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1692230,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1695504,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
1698762,00000201,false,Rx,0,8,00,FE,FE,00,00,00,84,00,
1702337,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1703436,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1712416,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1715472,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
1718874,00000201,false,Rx,0,8,00,FE,FE,00,00,00,85,00,
1719751,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1722521,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1723509,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1729233,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1732333,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1738729,00000201,false,Rx,0,8,00,FE,FE,00,00,00,86,00,
1742295,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1743316,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1752269,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1758742,00000201,false,Rx,0,8,00,FE,FE,00,00,00,87,00,
1759753,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1762242,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1763253,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1767781,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
1768801,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1769821,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
1770820,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
1772245,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1778650,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
1779651,00000201,false,Rx,0,8,00,FE,FE,00,00,00,88,00,
1782215,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1783238,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1792213,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1795550,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
1798739,00000201,false,Rx,0,8,00,FE,FE,00,00,00,89,00,
1799766,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1802170,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1803188,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1809119,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1812175,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1815422,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
1818704,00000201,false,Rx,0,8,00,FE,FE,00,00,00,8A,00,
1822196,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1823211,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1832196,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1838742,00000201,false,Rx,0,8,00,FE,FE,00,00,00,8B,00,
1839753,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1842174,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1843176,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1850121,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1852174,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1858715,00000201,false,Rx,0,8,00,FE,FE,00,00,00,8C,00,
1862205,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1863209,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1867770,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
1869303,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
1872198,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1875029,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
1878680,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
1879674,00000201,false,Rx,0,8,00,FE,FE,00,00,00,8D,00,
1879675,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1882183,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1883162,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1891080,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1892140,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1895554,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
1898713,00000201,false,Rx,0,8,00,FE,FE,00,00,00,8E,00,
1902165,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1903155,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1912181,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1915402,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
1918739,00000201,false,Rx,0,8,00,FE,FE,00,00,00,8F,00,
1919740,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1922126,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1923145,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1932098,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1933111,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1938742,00000201,false,Rx,0,8,00,FE,FE,00,00,00,90,00,
1942124,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1943148,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1952278,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1958774,00000201,false,Rx,0,8,00,FE,FE,00,00,00,91,00,
1959795,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
1962263,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1963432,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1967684,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
1969290,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
1972108,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1973172,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
1978663,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
1979670,00000201,false,Rx,0,8,00,FE,FE,00,00,00,92,00,
1982122,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1983374,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
1983377,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
1992155,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
1995524,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
1998735,00000201,false,Rx,0,8,00,FE,FE,00,00,00,93,00,
1999753,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
2002097,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2003120,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2012062,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2013984,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
2015446,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
2018697,00000201,false,Rx,0,8,00,FE,FE,00,00,00,94,00,
2022119,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2023125,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2032067,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2038693,00000201,false,Rx,0,8,00,FE,FE,00,00,00,95,00,
2039712,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
2042064,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2043054,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2052031,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2058692,00000201,false,Rx,0,8,00,FE,FE,00,00,00,96,00,
2062142,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2063154,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2064158,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
2067733,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
2069280,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
2072100,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2078674,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
2079671,00000201,false,Rx,0,8,00,FE,FE,00,00,00,97,00,
2079673,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
2082023,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2083045,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2087899,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
2092010,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2095504,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
2098669,00000201,false,Rx,0,8,00,FE,FE,00,00,00,98,00,
2102015,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2103007,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2104182,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
2112048,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2115391,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
2118697,00000201,false,Rx,0,8,00,FE,FE,00,00,00,99,00,
2119717,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
2122028,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2123049,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2132001,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2138676,00000201,false,Rx,0,8,00,FE,FE,00,00,00,9A,00,
2142055,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2143064,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2147528,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
2152035,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2158720,00000201,false,Rx,0,8,00,FE,FE,00,00,00,9B,00,
2159739,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
2162034,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2163046,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2167571,0000077A,false,Rx,0,8,76,0B,5D,20,1C,00,00,FF,
2169107,0000049A,false,Rx,0,7,00,BC,2E,0A,12,69,67,00,
2171995,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2178663,00000741,false,Rx,0,6,00,00,00,00,00,00,00,00,
2179662,00000201,false,Rx,0,8,00,FE,FE,00,00,00,9C,00,
2182163,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2183162,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2186323,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
2192151,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2194865,00000711,false,Rx,0,8,04,03,F1,FB,06,70,00,46,
2195980,00000766,false,Rx,0,8,18,04,00,00,00,03,00,00,
2198832,00000201,false,Rx,0,8,00,FE,FE,00,00,00,9D,00,
2199792,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
2201971,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2202995,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2212138,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2215471,00000386,false,Rx,0,6,02,DC,A1,86,A6,00,00,00,
2218763,00000201,false,Rx,0,8,00,FE,FE,00,00,00,9E,00,
2222023,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2222995,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
2227800,00000102,false,Rx,0,3,00,00,00,00,00,00,00,00,
2232239,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2238936,00000201,false,Rx,0,8,00,FE,FE,00,00,00,9F,00,
2239749,00000101,false,Rx,0,8,00,00,00,00,00,00,03,00,
2241963,000000FA,false,Rx,0,8,00,00,1E,10,22,1E,1E,00,
2242998,000001BA,false,Rx,0,6,10,1E,C0,45,61,32,00,00,
